placekey,parent_placekey,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_closed_since,geometry_type
22w-222@62j-sjs-94v,,Apartments at 10 Granville Rd,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.38183,-71.136271,10 Granville Rd,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
233-222@62j-sk2-yy9,,Apartments at 69 Orchard St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.39244,-71.121446,69 Orchard St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
23s-222@62j-sj2-m8v,,Condos at 52 Fayette St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.372976,-71.102599,52 Fayette St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
23s-222@62j-sk2-ty9,,Hope Fellowship Church,"","",Religious Organizations,Religious Organizations,813110,42.390937,-71.119572,16 Beech St,Cambridge,MA,02140,US,+16178683261,,Churches,,,2019-07-01,POLYGON
24k-222@62j-sj2-swk,,Apartments at 101 Western Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.365298,-71.107669,101 Western Ave,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
26q-222@62j-sk2-v2k,,Condos at 17 Allen St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.390451,-71.119871,17 Allen St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
zzw-222@62j-sj2-hbk,,Peabody River Asset Mgt,"","",Other Financial Investment Activities,Investment Advice,523930,42.36972,-71.106284,37 Lee St Apt 9,Cambridge,MA,02139,US,+16174976358,,Investing,,,2019-07-01,POLYGON
zzw-222@62j-sj2-vmk,,Bill's Barber Shop,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,42.37164,-71.08332,45 5th St,Cambridge,MA,02141,US,,"{ ""Mon"": [], ""Tue"": [[""6:00"", ""12:00""]], ""Wed"": [[""6:00"", ""12:00""]], ""Thu"": [], ""Fri"": [[""6:00"", ""12:00""]], ""Sat"": [[""6:00"", ""12:00""]], ""Sun"": [] }",Barber,,,2019-07-01,POLYGON
zzw-222@62j-sj3-6hq,,Apartments at 238 Charles St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.368076,-71.085179,238 Charles St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
zzw-223@62j-sgf-gff,,Magazine Beach,"","","Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190,42.353746,-71.111922,Magazine Beach,Cambridge,MA,02139,US,+16173549381,,Beaches,,,2019-07-01,POLYGON
zzw-223@62j-sj2-syv,,Sublime Salon & Spa,"","",Personal Care Services,"Hair, Nail, and Skin Care Services",81211,42.366588,-71.105145,751 Massachusetts Ave,Cambridge,MA,02139,US,+16174922222,"{ ""Mon"": [], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""19:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [] }","Hair Removal,Makeup Artist,Waxing",,,2019-07-01,POLYGON
zzw-225@62j-sk2-v9f,,Webster Bank,SG_BRAND_6a891d3a5ae81b16b3d50fee0dbd6d76,Webster Bank,Depository Credit Intermediation,Commercial Banking,522110,42.387335,-71.118786,1815 Massachusetts Ave,Cambridge,MA,02140,US,+16175768790,"{ ""Mon"": [[""9:00"", ""16:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","Investing,Mortgage Lender,Financial Advice,Financiamiento Empresarial,Installment Loans",,2021-06-02,2019-07-01,POLYGON
zzw-228@62j-sk2-zvf,,Apartments at 1686 Mass Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.38265,-71.119915,1686 Massachusetts Ave,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
zzy-222@62j-sj2-x5z,,Apartments at 116 5 Berkshire St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.368277,-71.092211,116.5 Berkshire St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
zzy-223@62j-sjs-435,zzy-222@62j-sjs-435,HomeGoods,SG_BRAND_987e008616ad15e30f9327d99bf1c3b2,HomeGoods,Home Furnishings Stores,All Other Home Furnishings Stores,442299,42.389704,-71.140835,198 Alewife Parkway,Cambridge,MA,02138,US,,"{ ""Mon"": [[""9:30"", ""21:30""]], ""Tue"": [[""9:30"", ""21:30""]], ""Wed"": [[""9:30"", ""21:30""]], ""Thu"": [[""9:30"", ""21:30""]], ""Fri"": [[""9:30"", ""21:30""]], ""Sat"": [[""9:30"", ""21:30""]], ""Sun"": [] }","Home Organization,Kitchen and Bath,Gardening,Home Décor,Interior Design",,,2019-07-01,POLYGON
zzy-226@62j-sjt-kxq,,Avis Rent A Car,SG_BRAND_f35a8740b65be2b1aa45f588f2809377,Avis Rent A Car,Automotive Equipment Rental and Leasing,Passenger Car Rental,532111,42.372283,-71.122873,1 Bennett Street Charles Hotel,Cambridge,MA,02138,US,,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""7:00"", ""17:00""]], ""Sun"": [[""7:00"", ""17:00""]] }","Car Rental,Truck Rental",,,2019-07-01,POLYGON
222-223@62j-sj2-hh5,,Apartments at 342 Broadway,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.369854,-71.102893,342 Broadway,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
223-224@62j-sjv-9mk,,Harvard COOP Cafe,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.373762,-71.119833,1400 Massachusetts Ave,Cambridge,MA,02138,US,+16174992240,,American Food,,2022-01-31,2019-07-01,POLYGON
224-222@62j-sj2-5j9,,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390,42.369702,-71.101086,321 Broadway,Cambridge,MA,02139,US,,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [], ""Sat"": [[""0:00"", ""24:00""]], ""Sun"": [] }",Currency Exchange,,2021-07-17,2021-02-02,POLYGON
22b-222@62j-sj2-vxq,,Apartments at 100 Winter St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.372646,-71.082701,100 Winter St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
22b-223@62j-sk2-y5f,22k-222@62j-sk2-y5f,Porter Square Books,"","",Book Stores and News Dealers,Book Stores,451211,42.389756,-71.118932,25 White St,Cambridge,MA,02140,US,+16174912220,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""8:00"", ""19:00""]], ""Sun"": [[""8:00"", ""19:00""]] }",Books,,,2019-07-01,POLYGON
22h-222@62j-sgg-fvf,,Apartments at 225 Chestnut St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.359047,-71.112566,225 Chestnut St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
22j-222@62j-sj3-4vz,,Apartments at 114 Charles St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.367634,-71.08159,114 Charles St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
22j-222@62j-sk2-qpv,,Apartments at 79 Kirkland St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.378048,-71.10855,79 Kirkland St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22n-222@62j-sj2-8d9,,Big Bros Moving,"","",Specialized Freight Trucking,Used Household and Office Goods Moving,484210,42.371339,-71.095575,341 Columbia St,Cambridge,MA,02141,US,+16173886228,,Movers,,,2019-07-01,POLYGON
22s-222@62j-sj2-mx5,,Condos at 15 Roberts Rd,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.376008,-71.108807,15 Roberts Rd,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22y-222@62j-sk3-3kf,,Apartments at 16 Avon St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.381967,-71.122275,16 Avon St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22z-222@62j-sj2-rzf,,Cinderella's Bar & Resturant,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.363605,-71.099564,901 Main St,Cambridge,MA,02139,US,+16175760280,"{ ""Mon"": [[""0:00"", ""0:30""], [""11:00"", ""24:00""]], ""Tue"": [[""0:00"", ""0:30""], [""11:00"", ""24:00""]], ""Wed"": [[""0:00"", ""0:30""], [""11:00"", ""24:00""]], ""Thu"": [[""0:00"", ""0:30""], [""11:00"", ""24:00""]], ""Fri"": [[""0:00"", ""1:30""], [""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""1:30""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""1:30""], [""11:00"", ""24:00""]] }","Italian Food,Pizza",,2020-08-03,2019-07-01,POLYGON
232-223@62j-sjv-nbk,,Apartments at 86 Brattle St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.375399,-71.12448,86 Brattle St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
23h-222@62j-sj2-4vz,,Apartments at 2 Market St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.366739,-71.094029,2 Market St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
23h-222@62j-sjv-q4v,,Apartments at 44 Concord Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.380314,-71.127784,44 Concord Ave,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
23j-222@62j-sjz-j9z,,Apartments at 2592 Massachusetts Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.400377,-71.135488,2592 Massachusetts Ave,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
23n-222@62j-sgg-gp9,,Apartments at 12 Tufts St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.357143,-71.111506,12 Tufts St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
23z-222@62j-sgg-k75,,Apartments at 80 Allston St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.357592,-71.106607,80 Allston St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
242-222@62j-sj2-jsq,,Apartments at 148 Hancock St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.370198,-71.106597,148 Hancock St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
245-222@62j-sj2-kj9,,Apartments at 1423 Cambridge St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.374022,-71.101868,1423 Cambridge St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
24d-223@62j-sj2-5s5,,290 Broadway Street,"","",Child Day Care Services,Child Day Care Services,624410,42.368125,-71.09843,290 Broadway,Cambridge,MA,02139,US,,,Child Care,,,2019-07-01,POLYGON
24m-222@62j-sk3-575,,Apartments at 66 Wendell St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.381681,-71.11461,66 Wendell St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
254-222@62j-sk2-p7q,,Savenor's Market,"","",Specialty Food Stores,Meat Markets,445210,42.377849,-71.107487,92 Kirkland St,Cambridge,MA,02138,US,+16175766328,,"Gourmet,Meats",,,2019-07-01,POLYGON
25f-222@62j-sk3-3yv,,Apartments at 21 Chauncy St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.37966,-71.12306,21 Chauncy St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
2b3-223@62j-sj2-jgk,,Worldwide Center of Mathematics,"","",Specialty (except Psychiatric and Substance Abuse) Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals,622310,42.368935,-71.108952,929 Massachusetts Ave Ste 102,Cambridge,MA,02139,US,+16172450171,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }","",,,2019-07-01,POLYGON
2cb-225@62j-shx-hqz,zzw-22y@62j-shx-k9f,Superdry,SG_BRAND_6fe98d3a329c2652,Superdry,Clothing Stores,Family Clothing Stores,448140,42.367864,-71.075735,100 Cambridgeside Pl Unit E126A,Cambridge,MA,02141,US,+16172452975,"{ ""Mon"": [[""11:00"", ""19:00""]], ""Tue"": [[""11:00"", ""19:00""]], ""Wed"": [[""11:00"", ""19:00""]], ""Thu"": [[""11:00"", ""19:00""]], ""Fri"": [[""11:00"", ""20:00""]], ""Sat"": [[""11:00"", ""20:00""]], ""Sun"": [[""12:00"", ""18:00""]] }","Women's Clothing,Men's Clothing,Accessories,Sportswear,Outlet Store",,,2019-10-21,POLYGON
zzw-222@62j-shx-j7q,,Route 66 Cafe,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.371293,-71.080101,251 Cambridge St Unit 626,Cambridge,MA,02141,US,+16174927232,,"Cafe,Pizza,Sandwich Shop",,2020-01-15,2019-07-01,POLYGON
zzy-22m@62j-sj3-33q,,Northbay Solutions LLC,"","","Management, Scientific, and Technical Consulting Services",,5416,42.362886,-71.083777,1 Broadway 14th Floor Cambridge Ma 02142,Cambridge,MA,02142,US,,,"",,,2019-07-01,POLYGON
223-222@62j-sjt-26k,,Apartments at 198 Walden St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.386646,-71.129144,198 Walden St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
225-222@62j-sj2-x5z,,Apartments at 377A Cardinal Medeiros Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.370991,-71.089855,377A Cardinal Medeiros Ave,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
22c-222@62j-sj2-brk,,Dads Auto Detailing Service,"","",Automotive Repair and Maintenance,,8111,42.361566,-71.099804,55 Franklin St,Cambridge,MA,02139,US,+16174948398,,Auto Detailing,,,2019-07-01,POLYGON
22d-224@62j-sjv-9zz,,Kaju Tofu House,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.372065,-71.120869,57 JFK St,Cambridge,MA,02138,US,+16178646868,,"Korean Food,Sushi",,,2019-07-01,POLYGON
22f-222@62j-sjs-gff,,Olympia Fencing Center,"","",Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940,42.39393,-71.151128,127 Smith Pl,Cambridge,MA,02138,US,,"{ ""Mon"": [[""14:00"", ""21:00""]], ""Tue"": [[""14:00"", ""20:30""]], ""Wed"": [[""14:00"", ""21:00""]], ""Thu"": [[""14:00"", ""21:00""]], ""Fri"": [[""14:00"", ""21:00""]], ""Sat"": [[""10:00"", ""16:30""]], ""Sun"": [[""10:00"", ""14:00""]] }",Fencing,,,2019-07-01,POLYGON
22k-222@62j-sj3-835,,Apartments at 409 Norfolk St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.374305,-71.095727,409 Norfolk St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
22m-222@62j-sj2-qcq,,Apartments at 29 Pleasant St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.364621,-71.107809,29 Pleasant St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
22m-222@62j-sk3-3yv,,Apartments at 77 Walker St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.380769,-71.122725,77 Walker St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
22p-222@62j-sjz-mc5,,Apartments at 20 Magoun St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.399927,-71.135053,20 Magoun St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
22q-223@62j-sjs-5j9,226-222@62j-sjs-3yv,Keller Williams,SG_BRAND_4350d71004464755,Keller Williams,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210,42.390218,-71.140703,186 Alewife Brook Pkwy Ste 214,Cambridge,MA,02138,US,+16174978900,,"",,,2020-12-17,POLYGON
22x-222@62j-sj2-8gk,,Apartments at 3 Carlisle St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.372403,-71.097768,3 Carlisle St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
22x-222@62j-sj2-qcq,,Apartments at 26 Pleasant St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.364673,-71.107213,26 Pleasant St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
235-223@62j-sjs-26k,,LA SAISON Bakery,"","",Bakeries and Tortilla Manufacturing,Retail Bakeries,311811,42.385903,-71.138214,407 Concord Ave,Cambridge,MA,02138,US,+16175470009,,"Bakery,Gourmet,Sweet Shop",,,2019-07-01,POLYGON
235-223@62j-sjs-f9f,,Paula Wright Electrolysis,"","",Personal Care Services,Other Personal Care Services,812199,42.390944,-71.155113,777 Concord Ave,Cambridge,MA,02138,US,+16178683242,,Hair Removal,,2020-01-15,2019-07-01,POLYGON
236-222@62j-sj2-nqz,,Nutrition Education & Wellness Service,"","",Offices of Other Health Practitioners,Offices of All Other Miscellaneous Health Practitioners,621399,42.363689,-71.103469,46 Pearl St,Cambridge,MA,02139,US,+16176863332,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Nutritionists,,,2019-07-01,POLYGON
23z-222@62j-sjv-8n5,,Apartments at 7 Banks St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.370355,-71.114657,7 Banks St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
246-222@62j-sj2-45f,,Ambassador Brattle Cab,"","",Taxi and Limousine Service,Taxi Service,485310,42.367877,-71.094118,76 Hampshire St,Cambridge,MA,02139,US,+16174921100,,"Airport Shuttles,Taxis",,,2019-07-01,POLYGON
24c-223@62j-sjv-fxq,,Cambridgeport 2 Bedroom 12 Mins to T,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.364586,-71.114467,359 Western Ave # 361,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
24n-222@62j-sjv-j5f,,Apartments at 19 Bay St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.368064,-71.111058,19 Bay St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
24t-223@62j-sj2-4jv,,Suds Zo Laundromat,"","",Drycleaning and Laundry Services,Drycleaning and Laundry Services (except Coin-Operated),812320,42.369949,-71.095937,115 Hampshire St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
25n-222@62j-sk3-2p9,,Apartments at 12 Everett St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.379788,-71.118361,12 Everett St,Cambridge,MA,02138,US,,,"",,,2019-07-01,POLYGON
26b-222@62j-sjs-f9f,22p-226@62j-sjs-f9f,Belmont Cambridge Health Care,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.391558,-71.155324,799 Concord Ave Ste 4,Cambridge,MA,02138,US,,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",Pediatricians,,,2019-07-01,POLYGON
27s-224@62j-sj2-vs5,,Econosurance,"","","Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210,42.371981,-71.086112,599 Cambridge St,Cambridge,MA,02141,US,+16178642444,,Auto Insurance,,,2019-07-01,POLYGON
2cb-22c@62j-shx-hqz,zzw-22y@62j-shx-k9f,GoPixelYourself,"","","Machinery, Equipment, and Supplies Merchant Wholesalers",,4238,42.368357,-71.075978,100 Cambridgeside Pl,Cambridge,MA,02141,US,+19177760837,,"",,,2019-07-01,POLYGON
zzw-222@62j-sj2-5j9,,Apartments at 180 Prospect St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.369771,-71.10045,180 Prospect St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
zzw-222@62j-sj2-mff,,Cambridge Harvard Vanguard,"","",Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111,42.374964,-71.108469,1611 Cambridge St,Cambridge,MA,02138,US,+16176615500,"{ ""Mon"": [[""7:30"", ""18:00""]], ""Tue"": [[""7:30"", ""18:00""]], ""Wed"": [[""7:30"", ""18:00""]], ""Thu"": [[""7:30"", ""18:00""]], ""Fri"": [[""7:30"", ""18:00""]], ""Sat"": [], ""Sun"": [] }","Internal Medicine,Pediatricians",,,2019-07-01,POLYGON
zzw-222@62j-sj3-54v,,Apartments at 76 Thorndike St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.369547,-71.081497,76 Thorndike St,Cambridge,MA,02141,US,,,"",,,2019-07-01,POLYGON
zzw-222@62j-sjv-g49,,Apartments at 231 Western Ave,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.364919,-71.11133,231 Western Ave,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
zzw-223@62j-sj3-2kz,,Sumiao Hunan Kitchen,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.366024,-71.081946,270 3rd St,Cambridge,MA,02142,US,+16179450907,,"Asian Food,Chinese Food,Noodles",,,2019-07-01,POLYGON
zzw-224@62j-sk2-tsq,,Wasabi at Porter,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.391257,-71.123477,2088 Massachusetts Ave,Cambridge,MA,02140,US,+16179455001,"{ ""Mon"": [], ""Tue"": [[""11:30"", ""22:00""]], ""Wed"": [[""11:30"", ""22:00""]], ""Thu"": [[""11:30"", ""22:00""]], ""Fri"": [[""11:30"", ""23:00""]], ""Sat"": [[""11:30"", ""23:00""]], ""Sun"": [[""11:30"", ""22:00""]] }",Sushi,,,2019-07-01,POLYGON
zzw-225@62j-shx-jy9,zzw-22y@62j-shx-k9f,Summer Eyes Optometry,"","",Offices of Other Health Practitioners,Offices of Optometrists,621320,42.368031,-71.076336,100 Cambridgeside Pl,Cambridge,MA,02141,US,,"{ ""Mon"": [[""0:00"", ""4:00""], [""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""24:00""]], ""Sun"": [[""0:00"", ""4:00""], [""12:00"", ""24:00""]] }","Lasik,Optometrists",,,2019-07-01,POLYGON
zzy-222@62j-sj3-85f,,BISq,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.373292,-71.095058,1071 Cambridge St,Cambridge,MA,02139,US,+16177143693,"{ ""Mon"": [], ""Tue"": [[""17:30"", ""22:00""]], ""Wed"": [[""17:30"", ""22:00""]], ""Thu"": [[""17:30"", ""22:00""]], ""Fri"": [[""17:30"", ""22:30""]], ""Sat"": [[""17:30"", ""22:30""]], ""Sun"": [] }",American Food,,2021-11-24,2019-07-01,POLYGON
zzy-222@62j-sjv-nyv,,Tory Row 5K,"","",Amusement Parks and Arcades,Amusement and Theme Parks,713110,42.377505,-71.131802,Brattle St,Cambridge,MA,02138,US,,,Amateur Sports Teams,,2020-01-15,2019-07-01,POLYGON
223-222@62j-sjz-7nq,,Apartments at 10 Day St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.39439,-71.125289,10 Day St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
223-223@62j-sjv-ju5,,Fine Line Marking Services,"","",Building Finishing Contractors,Other Building Finishing Contractors,238390,42.365113,-71.112457,13 Dodge St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
224-222@62j-sjs-v4v,,Apartments at 7 Woodbridge St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.396122,-71.128125,7 Woodbridge St,Cambridge,MA,02140,US,,,"",,,2019-07-01,POLYGON
226-223@62j-sj2-s89,,Salvation Army Emergency Shelter,"","","Community Food and Housing, and Emergency and Other Relief Services",Temporary Shelters,624221,42.362988,-71.100507,402 Massachusetts Ave,Cambridge,MA,02139,US,,,Non-profit,,,2019-07-01,POLYGON
226-223@62j-sk2-vcq,,All Eye Care Doctors,"","",Offices of Other Health Practitioners,Offices of Optometrists,621320,42.387198,-71.118554,1815 Massachusetts Ave Ste 117B,Cambridge,MA,02140,US,+18572014762,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }","Opticians,Optometrists",,,2019-07-01,POLYGON
226-224@62j-sjv-bp9,,Bon Me Smith Campus Center,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.372969,-71.118472,1350 Massachusetts Ave,Cambridge,MA,02138,US,+16176655177,"{ ""Mon"": [[""8:00"", ""22:00""]], ""Tue"": [[""8:00"", ""22:00""]], ""Wed"": [[""8:00"", ""22:00""]], ""Thu"": [[""8:00"", ""22:00""]], ""Fri"": [[""8:00"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""10:30"", ""22:00""]] }","Asian Food,Vietnamese Food",,,2019-07-01,POLYGON
229-222@62j-sj2-m6k,,Apartments at 238 Prospect St,"","",Lessors of Real Estate,Lessors of Residential Buildings and Dwellings,531110,42.371142,-71.099527,238 Prospect St,Cambridge,MA,02139,US,,,"",,,2019-07-01,POLYGON
229-222@62j-sj2-rzf,,Desi Dhaba,"","",Restaurants and Other Eating Places,Full-Service Restaurants,722511,42.363635,-71.09994,401 Massachusetts Ave,Cambridge,MA,02139,US,+16175474121,"{ ""Mon"": [[""11:30"", ""23:00""]], ""Tue"": [[""11:30"", ""23:00""]], ""Wed"": [[""11:30"", ""23:00""]], ""Thu"": [[""11:30"", ""23:00""]], ""Fri"": [[""11:30"", ""23:00""]], ""Sat"": [[""11:30"", ""23:00""]], ""Sun"": [[""11:30"", ""23:00""]] }",Indian Food,,,2019-07-01,POLYGON
